booking_id,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by
B001386,G00626,H00028,L02134,8,8,2753.95,completed,none
B001387,G01249,H01364,L02381,1,28,162.1,completed,none
B001388,G01505,H01450,L00689,2,39,358.71,completed,none
B001389,G01448,H01383,L01356,3,16,417.24,completed,none
B001390,G03981,H00303,L02908,9,10,3252.38,active,none
B001391,G03032,H01049,L00042,5,26,1904.21,completed,none
B001392,G03030,H00980,L01014,2,40,379.31,completed,none
B001393,G01896,H00227,L01855,3,28,528.03,active,none
B001394,G01857,H00427,L02840,3,30,1009.08,completed,none
B001395,G00417,H00839,L01809,8,23,2005.98,active,none
B001396,G00354,H00494,L00451,3,0,362.75,completed,none
B001397,G01337,H00524,L01181,1,24,182.3,completed,none
B001398,G02071,H00204,L01723,3,14,717.41,completed,none
B001399,G00591,H00008,L02763,6,31,1646.13,completed,none
B001400,G00980,H01234,L01051,7,7,1386.25,cancelled,host
B001401,G02128,H01498,L01172,2,23,197.42,completed,none
B001402,G00095,H01043,L02585,4,34,1053.44,completed,none
B001403,G01421,H00189,L01877,7,29,1123.35,completed,none
B001404,G03931,H01170,L01083,6,3,1002.65,active,none
B001405,G00224,H00980,L02216,8,23,4261.03,completed,none
B001406,G00710,H00606,L02033,8,38,1100.4,cancelled,guest
B001407,G02957,H01463,L02321,3,14,482.79,completed,none
B001408,G00517,H00562,L00944,6,20,952.55,active,none
B001409,G03594,H00379,L00285,8,37,2366.29,completed,none
B001410,G00410,H01055,L02440,6,42,1943.76,completed,none
B001411,G03893,H00107,L00430,1,29,146.58,completed,none
B001412,G00089,H00790,L01470,1,29,212.79,completed,none
B001413,G03508,H01414,L02239,4,40,358.04,active,none
B001414,G02785,H00087,L01081,4,35,464.37,cancelled,guest
B001415,G01304,H00820,L02004,7,26,1394.68,completed,none
B001416,G00913,H00463,L01268,5,1,920.96,completed,none
B001417,G03058,H00014,L00676,9,8,1927.65,completed,none
B001418,G01115,H00247,L01378,4,21,1587.51,completed,none
B001419,G03383,H01156,L01747,5,22,613.59,completed,none
B001420,G02057,H00657,L01216,6,6,1387.4,cancelled,guest
B001421,G00867,H00932,L00223,3,28,421.09,completed,none
B001422,G01970,H00854,L01369,5,27,786.48,completed,none
B001423,G02802,H00840,L02939,7,14,1233.14,completed,none
B001424,G02793,H00748,L01060,3,7,407.71,cancelled,host
B001425,G01273,H00518,L00987,7,16,1173.4,active,none
B001426,G02597,H01400,L00248,6,35,4353.12,completed,none
B001427,G01897,H00272,L01805,2,30,671.63,completed,none
B001428,G03694,H00408,L01568,8,25,1640.16,active,none
B001429,G02681,H01008,L02138,2,5,213.85,cancelled,host
B001430,G03272,H00421,L02963,2,19,492.09,completed,none
B001431,G00358,H00471,L01291,9,1,2309.16,cancelled,host
B001432,G03604,H00948,L02599,4,26,792.23,completed,none
B001433,G02905,H01136,L02436,2,16,403.79,completed,none
B001434,G02914,H00737,L02525,6,36,926.16,completed,none
B001435,G00377,H01359,L00038,7,38,1591.77,completed,none
B001436,G02464,H00027,L00597,4,17,603.66,cancelled,guest
B001437,G00152,H00220,L00669,2,38,656.53,cancelled,guest
B001438,G00450,H00244,L00989,6,29,1206.95,completed,none
B001439,G01810,H01052,L02437,1,32,418.54,completed,none
B001440,G01739,H00354,L01891,8,41,1212.52,completed,none
B001441,G03895,H01457,L01979,9,-2,2599.72,completed,none
B001442,G00861,H00370,L01794,8,6,1563.33,completed,none
B001443,G00481,H00936,L01676,2,29,328.82,completed,none
B001444,G03503,H01474,L02621,4,13,746.62,completed,none
B001445,G00168,H00123,L00264,8,17,1356.82,completed,none
B001446,G02739,H01325,L01823,3,14,578.21,cancelled,guest
B001447,G00391,H00949,L02718,7,0,3056.75,completed,none
B001448,G02537,H00667,L01266,8,3,1290.5,completed,none
B001449,G01326,H00669,L01586,4,24,929.4,completed,none
B001450,G02765,H00027,L00597,5,18,874.26,completed,none
B001451,G03530,H00001,L01016,2,32,261.25,completed,none
B001452,G03180,H00588,L00990,7,-1,1704.51,completed,none
B001453,G03495,H00454,L01745,9,-2,3029.62,completed,none
B001454,G00556,H00900,L01570,7,36,1380.16,active,none
B001455,G00107,H00245,L00020,5,33,1101.46,completed,none
B001456,G02364,H00347,L01072,2,25,438.22,completed,none
B001457,G02486,H00323,L02527,8,-1,974.53,completed,none
B001458,G02631,H01274,L00183,4,42,559.04,completed,none
B001459,G03115,H00614,L01109,3,9,506.16,cancelled,guest
B001460,G03576,H00112,L00157,4,35,1360.03,completed,none
B001461,G03986,H00676,L00496,1,5,127.02,completed,none
B001462,G00084,H01109,L02153,9,19,1874.22,completed,none
B001463,G00850,H01139,L01232,7,14,1200.55,completed,none
B001464,G02400,H00188,L02175,8,1,1951.07,completed,none
B001465,G02045,H00434,L02063,5,12,1590.67,completed,none
B001466,G01278,H01184,L00350,4,13,392.96,completed,none
B001467,G01813,H01099,L02922,9,27,1923.22,cancelled,guest
B001468,G02024,H00978,L01462,5,29,745.72,completed,none
B001469,G01086,H00273,L01596,7,20,769.56,completed,none
B001470,G02032,H01366,L01834,7,13,2479.76,completed,none
B001471,G01911,H01362,L01865,5,27,1565.74,completed,none
B001472,G02425,H01290,L00066,8,10,990.62,completed,none
B001473,G00898,H00135,L00993,1,31,103.17,completed,none
B001474,G03045,H01061,L01682,2,42,226.58,completed,none
B001475,G00328,H01477,L00026,2,22,686.46,completed,none
B001476,G03048,H01325,L01823,4,17,743.59,completed,none
B001477,G00350,H00403,L00832,9,3,2429.71,completed,none
B001478,G03953,H00523,L01967,5,22,728.59,completed,none
B001479,G02735,H00495,L01634,3,35,472.34,completed,none
B001480,G03738,H00471,L02844,6,28,973.55,completed,none
B001481,G01939,H01324,L00966,6,29,2055.87,cancelled,guest
B001482,G01713,H01178,L00851,6,4,517.61,completed,none
B001483,G01162,H01103,L00487,3,14,268.55,completed,none
B001484,G02276,H00013,L02304,5,32,2045.19,completed,none
B001485,G01296,H01380,L02945,6,33,1042.63,completed,none
B001486,G02993,H00365,L02993,8,40,1370.26,completed,none
B001487,G03739,H01132,L02576,4,36,944.8,completed,none
B001488,G03565,H00323,L02527,4,29,505.26,completed,none
B001489,G03633,H01111,L02955,9,36,1784.67,completed,none
B001490,G01410,H00299,L00041,1,9,139.83,completed,none
B001491,G00194,H00258,L02535,9,37,1655.18,cancelled,guest
B001492,G03029,H00474,L02152,7,20,930.61,completed,none
B001493,G00271,H00424,L02613,9,37,1426.28,completed,none
B001494,G02441,H00355,L01010,3,13,863.06,completed,none
B001495,G03893,H01255,L01207,8,33,731.11,completed,none
B001496,G00577,H01061,L01682,5,44,534.04,completed,none
B001497,G02480,H01391,L01720,8,28,1442.5,completed,none
B001498,G00173,H01157,L01715,1,32,162.54,completed,none
B001499,G00620,H00311,L00286,9,14,2611.98,completed,none
B001500,G00971,H01396,L01094,7,43,1914.12,completed,none
B001501,G01123,H00151,L01265,2,2,449.26,completed,none
B001502,G00183,H00284,L00197,3,40,140.86,completed,none
B001503,G01805,H00287,L02608,7,32,1130.41,active,none
B001504,G02280,H00347,L01446,9,1,2370.94,completed,none
B001505,G01013,H00235,L01975,5,1,907.59,completed,none
B001506,G00527,H00889,L01132,2,23,531.2,completed,none
B001507,G01098,H01081,L01459,5,14,1366.79,cancelled,guest
B001508,G03326,H01227,L00699,6,21,1895.86,completed,none
B001509,G03453,H01300,L01321,1,30,288.96,completed,none
B001510,G00550,H00102,L01550,7,0,1103.02,completed,none
B001511,G01723,H01099,L02922,3,9,594.41,completed,none
B001512,G02600,H00319,L00642,6,40,1129.17,completed,none
B001513,G03734,H00185,L02976,8,13,1399.13,completed,none
B001514,G03868,H00630,L02728,6,17,773.7,completed,none
B001515,G00010,H00072,L00278,3,13,1135.63,completed,none
B001516,G01161,H00378,L01511,4,31,949.36,completed,none
B001517,G02239,H00915,L02799,4,2,360.12,cancelled,host
B001518,G03563,H00820,L00818,3,5,506.28,completed,none
B001519,G01295,H00630,L01523,4,15,1409.89,completed,none
B001520,G01806,H01099,L01059,2,19,174.17,completed,none
B001521,G02039,H01049,L02082,6,28,1011.84,completed,none
B001522,G02487,H00841,L00294,3,24,635.54,completed,none
B001523,G02878,H00434,L02553,5,44,824.74,completed,none
B001524,G02584,H00317,L01755,4,12,1149.31,completed,none
B001525,G02627,H01427,L00655,6,38,748.63,cancelled,guest
B001526,G03787,H01276,L00098,4,30,1079.43,active,none
B001527,G00591,H00895,L02336,6,37,2028.96,completed,none
B001528,G02389,H00227,L00147,6,16,908.58,completed,none
B001529,G03129,H00717,L01848,6,2,895.73,completed,none
B001530,G01797,H01300,L01321,6,11,1721.79,completed,none
B001531,G01056,H00743,L01093,6,27,1306.56,completed,none
B001532,G03730,H01181,L01218,2,35,493.66,active,none
B001533,G03055,H00854,L01369,3,1,517.31,completed,none
B001534,G00782,H00932,L00223,2,17,280.96,completed,none
B001535,G03054,H00462,L02269,4,29,1295.92,completed,none
B001536,G00347,H01035,L02965,6,41,698.99,completed,none
B001537,G03407,H00236,L02231,2,16,471.85,completed,none
B001538,G01190,H00031,L02034,7,39,1244.29,completed,none
B001539,G01396,H00969,L00793,4,5,734.15,completed,none
B001540,G02347,H00904,L02244,6,21,1355.64,completed,none
B001541,G03187,H00378,L01511,1,12,234.09,completed,none
B001542,G01339,H00755,L01879,2,21,266.04,completed,none
B001543,G02605,H00659,L00087,8,29,1093.32,completed,none
B001544,G02630,H00641,L02201,7,35,1606.27,completed,none
B001545,G02412,H01228,L02574,4,41,1465.0,completed,none
B001546,G01368,H00247,L02950,6,30,4738.89,completed,none
B001547,G03491,H00762,L02558,3,5,1090.65,completed,none
B001548,G00715,H01178,L01693,8,19,796.25,completed,none
B001549,G00929,H01451,L00518,7,43,1621.58,completed,none
B001550,G02787,H00948,L01572,9,5,610.65,completed,none
B001551,G01659,H00947,L01217,5,44,891.66,cancelled,host
B001552,G02626,H00802,L01721,2,41,515.56,completed,none
B001553,G02546,H01052,L02270,3,23,265.13,completed,none
B001554,G02489,H00362,L00392,6,13,534.79,active,none
B001555,G01512,H00218,L00424,1,-2,101.07,cancelled,host
B001556,G00879,H00635,L00871,2,35,474.91,completed,none
B001557,G02315,H00902,L02670,1,2,193.35,completed,none
B001558,G00168,H01014,L02071,3,-2,458.03,completed,none
B001559,G00253,H01413,L02746,8,24,895.41,completed,none
B001560,G01902,H01147,L00771,4,7,1026.69,active,none
B001561,G03347,H00734,L02213,7,31,2234.46,completed,none
B001562,G01688,H00668,L02404,9,-2,956.9,completed,none
B001563,G00860,H00046,L00241,5,19,818.31,completed,none
B001564,G00093,H00555,L00960,4,18,680.33,active,none
B001565,G03291,H00047,L02744,9,31,2290.71,completed,none
B001566,G03218,H00370,L00733,5,14,309.06,completed,none
B001567,G00048,H00095,L00570,9,8,1803.15,completed,none
B001568,G01921,H01320,L02455,4,22,460.27,cancelled,host
B001569,G02068,H00843,L01626,9,-2,4425.73,completed,none
B001570,G03450,H01058,L00289,7,20,1469.54,active,none
B001571,G02956,H00377,L00215,9,0,1727.35,completed,none
B001572,G01071,H01091,L01178,4,22,1452.28,completed,none
B001573,G03196,H00088,L00387,7,14,2021.52,completed,none
B001574,G02984,H00907,L01076,3,26,358.85,cancelled,guest
B001575,G02509,H00577,L02518,3,-1,541.04,completed,none
B001576,G01182,H01432,L00921,3,34,412.74,completed,none
B001577,G01744,H00264,L02301,3,42,474.02,completed,none
B001578,G00843,H00287,L01699,4,40,542.62,completed,none
B001579,G03436,H00122,L02687,2,3,289.97,completed,none
B001580,G01907,H00375,L02162,6,12,724.43,completed,none
B001581,G00591,H00304,L00132,9,24,1041.61,completed,none
B001582,G02198,H00132,L01584,7,30,596.34,completed,none
B001583,G00847,H00744,L00874,5,5,1891.72,completed,none
B001584,G03028,H00734,L02213,2,44,576.14,completed,none
B001585,G01068,H00796,L02327,5,-1,874.79,active,none
B001586,G03749,H00777,L00413,9,12,1997.78,completed,none
B001587,G03179,H00222,L00074,1,31,102.79,completed,none
B001588,G03274,H01399,L01206,6,16,655.27,completed,none
B001589,G01291,H01196,L00349,4,-2,424.18,completed,none
B001590,G01881,H00849,L00323,6,11,1092.16,completed,none
B001591,G02265,H00290,L02539,4,32,571.67,completed,none
B001592,G00911,H00201,L02209,3,21,591.71,cancelled,host
B001593,G01294,H00138,L01578,2,26,155.62,completed,none
B001594,G03653,H01003,L02477,9,36,1318.47,completed,none
B001595,G00137,H01232,L00872,2,34,189.41,active,none
B001596,G00367,H00192,L00724,5,37,1205.24,completed,none
B001597,G00301,H00039,L02093,7,11,1586.72,completed,none
B001598,G01874,H00101,L02118,7,38,1652.44,completed,none
B001599,G02181,H00145,L00367,2,17,320.16,completed,none
B001600,G02657,H00653,L01383,2,43,337.48,completed,none
B001601,G02058,H00994,L00611,1,9,372.1,completed,none
B001602,G01410,H01034,L01606,8,31,2913.17,completed,none
B001603,G02443,H00565,L00185,2,27,272.72,active,none
B001604,G00800,H01110,L01825,2,31,341.17,active,none
B001605,G02718,H01145,L01974,9,20,3527.57,completed,none
B001606,G01447,H00959,L02480,7,14,1319.53,completed,none
B001607,G02486,H01135,L02222,4,19,1071.58,completed,none
B001608,G03225,H00577,L02518,7,6,1491.45,completed,none
B001609,G01129,H00213,L00824,8,16,2872.59,completed,none
B001610,G03144,H00625,L01347,4,18,1154.23,completed,none
B001611,G01768,H00355,L00569,6,40,1165.11,completed,none
B001612,G01394,H01252,L02578,4,20,850.37,cancelled,guest
B001613,G02525,H00822,L00244,4,-1,418.35,completed,none
B001614,G01542,H00605,L00039,3,29,298.21,active,none
B001615,G03849,H01067,L00765,8,16,2403.0,completed,none
B001616,G00679,H00237,L02682,1,3,207.3,completed,none
B001617,G02321,H00173,L02459,1,41,235.72,completed,none
B001618,G03408,H00984,L00174,2,20,648.51,active,none
B001619,G00283,H00828,L02401,1,4,131.45,active,none
B001620,G00902,H00787,L01430,5,9,1827.36,completed,none
B001621,G02329,H00894,L01427,8,29,1718.06,completed,none
B001622,G02061,H00699,L02147,8,28,1626.29,completed,none
B001623,G00578,H00215,L00619,8,35,752.44,completed,none
B001624,G01647,H00425,L01921,5,37,610.22,completed,none
B001625,G02080,H00079,L02315,1,29,134.5,completed,none
B001626,G03207,H00882,L01790,3,8,781.44,active,none
B001627,G01376,H00044,L00092,8,44,1016.88,completed,none
B001628,G03750,H00299,L01187,7,41,1900.91,completed,none
B001629,G02474,H00978,L00923,3,25,216.69,completed,none
B001630,G03484,H01274,L00183,5,-1,699.71,completed,none
B001631,G01287,H01408,L00136,6,26,1233.25,cancelled,guest
B001632,G01444,H01410,L02663,9,29,4589.69,completed,none
B001633,G03351,H00001,L00969,1,4,347.11,completed,none
B001634,G01651,H00331,L00739,9,26,1533.41,completed,none
B001635,G03571,H00703,L00783,6,2,770.51,completed,none
B001636,G03725,H01406,L01348,4,26,514.04,completed,none
B001637,G02300,H00270,L01751,2,34,366.22,completed,none
B001638,G03404,H00039,L01942,9,-1,1574.8,active,none
B001639,G00880,H00343,L00225,5,36,1700.14,completed,none
B001640,G01989,H00356,L01603,6,26,1066.02,completed,none
B001641,G00812,H00046,L01396,2,39,134.3,completed,none
B001642,G01862,H00155,L00411,4,18,635.67,completed,none
B001643,G00619,H00678,L02372,1,37,169.24,completed,none
B001644,G01389,H00662,L01907,8,9,2687.51,completed,none
B001645,G01364,H01212,L00622,6,23,644.98,completed,none
B001646,G00706,H00705,L00840,8,29,1344.39,completed,none
B001647,G01061,H00139,L00943,3,17,458.84,completed,none
B001648,G01527,H00418,L00400,4,2,1242.73,completed,none
B001649,G00853,H01079,L02818,7,1,698.22,cancelled,host
B001650,G02508,H00625,L02497,6,38,1664.56,completed,none
B001651,G03763,H01079,L01360,5,7,380.26,cancelled,host
B001652,G01849,H00114,L00949,4,9,598.38,completed,none
B001653,G02339,H00611,L02522,2,30,818.78,completed,none
B001654,G03614,H00204,L00345,8,43,1410.98,completed,none
B001655,G00540,H00670,L02780,8,2,2321.69,completed,none
B001656,G03725,H00139,L02452,7,8,1079.64,completed,none
B001657,G00120,H00905,L00053,1,34,180.73,completed,none
B001658,G01064,H00390,L02845,5,27,857.42,completed,none
B001659,G03981,H00825,L00879,9,24,2565.98,cancelled,guest
B001660,G00690,H00734,L02213,1,27,325.2,completed,none
B001661,G00824,H00552,L01027,6,40,1402.37,completed,none
B001662,G02052,H00229,L00386,9,43,1339.47,completed,none
B001663,G00257,H00806,L01960,5,10,1300.87,completed,none
B001664,G00081,H00232,L00344,7,22,754.17,completed,none
B001665,G01552,H01088,L02883,6,12,700.6,cancelled,host
B001666,G02804,H00228,L00130,9,44,1373.9,completed,none
B001667,G01911,H01132,L02576,1,-1,206.72,completed,none
B001668,G03261,H00474,L01070,1,39,189.3,completed,none
B001669,G03768,H00589,L02563,5,8,611.46,completed,none
B001670,G01831,H01241,L00325,8,-2,2077.84,completed,none
B001671,G03461,H00496,L00412,5,19,256.32,completed,none
B001672,G00475,H01403,L02559,4,-2,702.02,completed,none
B001673,G00914,H00536,L00956,5,41,1983.64,active,none
B001674,G03931,H00461,L00048,8,32,2709.01,completed,none
B001675,G02351,H00931,L01567,3,43,726.04,completed,none
B001676,G01945,H00986,L02416,4,7,530.01,completed,none
B001677,G00323,H00118,L00686,5,29,2334.95,completed,none
B001678,G02414,H01115,L00516,9,10,1765.29,active,none
B001679,G03374,H00366,L01472,5,3,889.03,cancelled,guest
B001680,G01759,H01285,L02453,7,31,2199.92,completed,none
B001681,G00335,H00873,L02771,6,6,2374.66,completed,none
B001682,G02565,H01276,L00242,5,17,1029.02,completed,none
B001683,G01265,H01345,L01559,2,6,196.14,completed,none
B001684,G03730,H00599,L01465,6,28,977.49,completed,none
B001685,G00527,H01385,L01324,8,17,1719.76,active,none
B001686,G01263,H00349,L00375,8,40,2765.02,completed,none
B001687,G02902,H00001,L01016,3,1,381.93,completed,none
B001688,G02802,H01246,L01844,3,35,504.05,cancelled,guest
B001689,G01575,H00738,L02114,3,36,604.51,completed,none
B001690,G01510,H01099,L02069,5,26,421.42,active,none
B001691,G00393,H00691,L00266,5,35,2041.66,completed,none
B001692,G00404,H00924,L01314,5,14,812.63,completed,none
B001693,G03024,H01282,L01467,8,37,4007.53,active,none
B001694,G00634,H00395,L00331,6,14,427.07,completed,none
B001695,G03154,H00027,L01521,7,36,622.2,completed,none
B001696,G02792,H00645,L00319,1,31,199.0,completed,none
B001697,G00154,H00917,L01852,7,36,924.99,completed,none
B001698,G00530,H01184,L00722,6,32,291.93,completed,none
B001699,G00141,H01101,L02184,7,41,1170.86,completed,none
B001700,G03196,H01385,L02779,2,40,279.85,completed,none
B001701,G02486,H00689,L00591,5,33,1129.68,completed,none
B001702,G02371,H01010,L00483,1,19,130.26,completed,none
B001703,G01755,H00994,L02280,4,18,750.46,completed,none
B001704,G02465,H01446,L02207,1,15,207.43,completed,none
B001705,G01943,H01300,L00894,8,44,1245.38,cancelled,guest
B001706,G01711,H00001,L02314,9,11,965.56,completed,none
B001707,G03543,H01178,L02316,7,25,2976.16,completed,none
B001708,G00838,H00468,L00702,6,15,1292.2,completed,none
B001709,G00118,H00947,L02339,2,30,426.55,cancelled,host
B001710,G01880,H00066,L01544,7,25,1707.05,completed,none
B001711,G03826,H00079,L00299,6,16,871.92,completed,none
B001712,G02662,H00350,L02949,3,31,262.66,completed,none
B001713,G02851,H01315,L01005,6,12,887.31,completed,none
B001714,G03571,H00654,L01874,5,12,1521.46,completed,none
B001715,G03409,H01099,L01175,4,17,1033.6,cancelled,host
B001716,G01467,H01142,L00546,1,34,261.76,completed,none
B001717,G00520,H00164,L02724,6,25,748.3,completed,none
B001718,G01425,H01003,L02477,2,33,281.64,active,none
B001719,G03820,H01063,L01705,9,10,1421.69,completed,none
B001720,G02456,H00008,L02763,5,4,1428.55,completed,none
B001721,G00442,H00376,L02645,9,18,1216.17,completed,none
